"userName","articlesReviewed","categoryName","categorydefinition","categoryLevel","status","relevantStatement","userId","pdfLink","insertionTime"
"shriyansh",9,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","A large group one-session exposure treatment (LG-OST) based on indirect modeled exposure strategies was carried out to investigate its feasibility and effectiveness in a sample of highly spider fearful individuals (N = 78). The stability of LG-OST-effects was assessed at 8-month follow-up (FU)","2","https://www.ncbi.nlm.nih.gov/pubmed/27555830","2017-07-25 17:56:44"
"shriyansh",10,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","These findings corroborate the profiling of CNS effects to demonstrate pharmacological selectivity, and further support SPV as biomarker for anxiolysis involving GABA-ergic neurons. The study also supports the use of prolonged mild threat to demonstrate anxiolytic effects in healthy volunteers.","2","https://www.ncbi.nlm.nih.gov/pubmed/27922194","2017-07-25 17:59:22"
"shriyansh",11,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","wenty-four adults with public speaking anxiety completed (1) functional magnetic resonance imaging during a conditioning paradigm, (2) a speech exposure session, and (3) anxiety questionnaires before and two weeks postexposure.","2","https://www.ncbi.nlm.nih.gov/pubmed/27921340","2017-07-25 18:07:03"
"shriyansh",12,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","Transient receptor potential canonical type 5 (TRPC5) is a Ca2+-permeable cation channel that is highly expressed in the brain and is implicated in motor coordination, innate fear behavior, and seizure genesis. The channel is activated by a signal downstream ","2","https://www.ncbi.nlm.nih.gov/pubmed/27920205","2017-07-25 18:09:34"
"mattkuntz",2,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Creative treatments aimed at redefining a 'strong' man as someone who faces his fears and knows his HIV status. ","4","https://www.ncbi.nlm.nih.gov/pubmed/27923016","2017-07-26 16:19:18"
"shriyansh",13,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","Participants with specific phobia to spiders (N = 100) will be recruited from the general public, screened, and randomized to either VR exposure therapy (n = 50) or traditional OST (n = 50).","2","https://www.ncbi.nlm.nih.gov/pubmed/26833396","2017-07-26 16:45:30"
"shriyansh",14,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","Lang's tripartite model posits that three main components characterize a fear response: physiological arousal, cognitive (subjective) distress, and behavioral avoidance. ","2","https://www.ncbi.nlm.nih.gov/pubmed/21596371","2017-07-26 16:45:46"
"shriyansh",15,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","The Dog Phobia Questionnaire (DPQ; Hong & Zinbarg, 1999) is a 27-item self-report questionnaire designed to assess symptoms of dog phobia. The present study investigated the psychometric properties of the DPQ.","2","https://www.ncbi.nlm.nih.gov/pubmed/22104660","2017-07-27 12:46:28"
"shriyansh",17,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","In two experiments we examined the psychometric properties of a new measure of interpretation bias in individuals with obsessive-compulsive symptoms (OCs).","2","https://www.ncbi.nlm.nih.gov/pubmed/24179287","2017-07-27 12:51:16"
"Rahul",1,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Extinction-based exposure therapy is used to treat anxiety- and trauma-related disorders; however, there is the need to improve its limited efficacy in individuals with impaired fear extinction learning and to promote greater protection against return-of-fear phenomena.","6","https://www.ncbi.nlm.nih.gov/pubmed/27922638","2017-07-27 12:52:17"
"Rahul",2,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","South African men are less likely to get tested for HIV than women and are more likely to commence antiretroviral treatment (ART) at later stages of disease, default on treatment, and to die from AIDS compared with women.","6","https://www.ncbi.nlm.nih.gov/pubmed/27923016","2017-07-27 12:52:31"
"shriyansh",18,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","No","Pending","Successful cognitive behavior therapy (CBT) for spider phobia is able to change patients' brain activation during visual symptom provocation. The present voxel-based morphometry study investigated whether this therapy approach can additionally affect brain structure. We analyzed gray matter volume of 12 spider-phobic patients prior to CBT and in a six-month follow-up investigation,","2","https://www.ncbi.nlm.nih.gov/pubmed/24529719","2017-07-27 16:32:11"
"mattkuntz",3,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","It appears that fear has a strong influence on the behaviors involved in taking the therapy. The only way to overcome irrational fear is to improve the patient's knowledge.","4","https://www.ncbi.nlm.nih.gov/pubmed/27922917","2017-07-28 16:48:22"
"mattkuntz",4,"Frustrative Nonreward","Reactions elicited in response to withdrawal/prevention of reward, i.e., by the inability to obtain positive rewards following repeated or sustained efforts.","Yes","Pending"," In addition, none of the currently listed measures of frustrative nonreward is a clear, unambiguous indicator of that construct.","4","https://www.ncbi.nlm.nih.gov/pubmed/27823854","2017-07-28 16:51:20"
"mattkuntz",5,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Rats were given voluntary, adolescent alcohol access, and heavy drinkers were identified. In adulthood, rapid fear discrimination of safety, uncertainty, and danger cues was assessed. ","4","https://www.ncbi.nlm.nih.gov/pubmed/27918281","2017-07-28 17:17:05"
"mattkuntz",6,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Discrimination mediated the relationships between trait anxiety and both spontaneous recovery and context renewal such that elevated trait anxiety was associated with poorer discrimination, which in turn was associated with increased fear at test phases. ","4","https://www.ncbi.nlm.nih.gov/pubmed/27922320","2017-07-28 17:33:53"
"mattkuntz",7,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","The Neurocart was used between repeated fear-potentiated startle assessments. ","4","https://www.ncbi.nlm.nih.gov/pubmed/27922194","2017-07-28 17:35:55"
"mattkuntz",8,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","For those not keen on surgery, main reasons were fear of surgery (Likert scale 4 Â± 1.5) and satisfaction with current therapy (Likert scale 3.7 Â± 1.6).","4","https://www.ncbi.nlm.nih.gov/pubmed/27922143","2017-07-28 17:36:43"
"mattkuntz",9,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Consistent with our hypothesis, individuals with better extinction learning (less negative stimulus ratings), greater activation in vmPFC, and less activation in amygdala, insula, and periaqueductal gray reported greater anxiety reduction two weeks postexposure.","4","https://www.ncbi.nlm.nih.gov/pubmed/27921340","2017-07-28 17:38:42"
"mattkuntz",10,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Transient receptor potential canonical type 5 (TRPC5) is a Ca2+-permeable cation channel that is highly expressed in the brain and is implicated in motor coordination, innate fear behavior, and seizure genesis. ","4","https://www.ncbi.nlm.nih.gov/pubmed/27920205","2017-07-28 17:39:27"
"mattkuntz",11,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Altogether, the present findings connect altered PL cortex activity with changes in specificity and/or intensity of a contextual fear memory, which might shed light on the PTSD neurobiology and related behavioral outcomes.","4","https://www.ncbi.nlm.nih.gov/pubmed/27919830","2017-07-28 17:40:15"
"mattkuntz",12,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","At a time when fear was considered defeatist and overt psychological disorder attracted stigma, both soldiers and civilians exposed to frightening events may have unconsciously translated their distress into gastrointestinal disorders.","4","https://www.ncbi.nlm.nih.gov/pubmed/27917025","2017-07-28 17:41:23"
"mattkuntz",13,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Exposing the hippocampus to green light using an implanted cannula erased acquired fear memory in the animals by inactivation of synaptic GluA1.","4","https://www.ncbi.nlm.nih.gov/pubmed/27918547","2017-07-28 17:41:53"
"mattkuntz",14,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Survivors who experienced more intense fear during the earthquake displayed higher levels of anticipatory fear in the long term, whereas avoidance of trauma reminders and fear-evoking situations sustained anticipatory fear of future earthquakes. ","4","https://www.ncbi.nlm.nih.gov/pubmed/27918321","2017-07-28 17:43:08"
"mattkuntz",15,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","These results suggest that PI3K/Akt has a differential role in formation, retrieval, and extinction of contextual fear memory in juvenile and adult animals, and point to developmental differences between adult and juvenile rats in mechanisms of extinction.","4","https://www.ncbi.nlm.nih.gov/pubmed/27918278","2017-07-28 17:46:48"
"mattkuntz",16,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","These data suggest that repeated reminders and increased PKMÎ¶ maintain fear responses in juvenile animals that otherwise would not exhibit this behavior.","4","https://www.ncbi.nlm.nih.gov/pubmed/27918276","2017-07-28 17:47:14"
"mattkuntz",17,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Overall, results demonstrate that context fear generalization is sensitive to procedural variations and likely reflects the operation of multiple interacting psychological and neural mechanisms.","4","https://www.ncbi.nlm.nih.gov/pubmed/27918275","2017-07-28 17:47:38"
"mattkuntz",18,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Our findings suggest that SPS induces extinction retention deficits by disrupting both excitatory and inhibitory changes in neural activity within the fear extinction circuit and inducing changes in functional connectivity within the Hipp and BLA.","4","https://www.ncbi.nlm.nih.gov/pubmed/27918273","2017-07-28 17:48:42"
"mattkuntz",19,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Although rats did not display significant changes in locomotion or rearing to caplight in a darkened open field, they did acquire conditional fear via caplight-footshock pairings. ","4","https://www.ncbi.nlm.nih.gov/pubmed/27918272","2017-07-28 17:49:10"
"mattkuntz",20,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","LG-OST may represent a useful tool in future phobia-treatment, especially if it can match the effects of single-setting OST, e.g., by including more direct exposure elements in future large group attempts.","4","https://www.ncbi.nlm.nih.gov/pubmed/27555830","2017-07-28 17:49:39"
"mattkuntz",21,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","The VR medium is also particularly suitable for taking advantage of recent phobia treatment research emphasizing engagement and new learning, as opposed to physiological habituation.","4","https://www.ncbi.nlm.nih.gov/pubmed/26833396","2017-07-28 17:50:13"
"mattkuntz",22,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Our findings suggest that confirmation bias in children can be observed without using verbal fear induction.","4","https://www.ncbi.nlm.nih.gov/pubmed/25096507","2017-07-28 17:50:35"
"mattkuntz",23,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Both groups showed good outcome, but patients treated in the morning exhibited significantly less fear of spiders in the behavioral approach test (BAT) and a trend for lower scores on the Fear of Spiders Questionnaire (FSQ) than patients treated in the evening.","4","https://www.ncbi.nlm.nih.gov/pubmed/25051297","2017-07-28 17:51:20"
"mattkuntz",24,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","We analyzed gray matter volume of 12 spider-phobic patients prior to CBT and in a six-month follow-up investigation, and contrasted the results with data from 13 non-phobic controls. ","4","https://www.ncbi.nlm.nih.gov/pubmed/24529719","2017-07-28 17:52:06"
"mattkuntz",25,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","In a second experiment, we tested the predictive validity of the WSAO using a performance-based behavioral approach test of contamination fears, and found that the WSAO was a better predictor of avoidance than an established measure of OC washing symptoms (Obsessive Compulsive Inventory-Revised, washing subscale).","4","https://www.ncbi.nlm.nih.gov/pubmed/24179287","2017-07-31 12:34:16"
"mattkuntz",26,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Our results suggest that automatic action tendencies may play an important role in the maintenance of fear-related behavioral avoidance.","4","https://www.ncbi.nlm.nih.gov/pubmed/23163714","2017-07-31 12:40:39"
"mattkuntz",27,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","The concordance across avoidance, anxiety and heart rate reactivity differed by gender, suggesting that men and women have different experiences when faced with a fearful object.","4","https://www.ncbi.nlm.nih.gov/pubmed/22154338","2017-07-31 12:41:34"
"mattkuntz",28,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","The DPQ may be a useful tool for measuring the severity of fear in dog phobic individuals. ","4","https://www.ncbi.nlm.nih.gov/pubmed/22104660","2017-07-31 12:42:17"
"mattkuntz",29,"Acute Threat(Fear)","Activation of the brain’s defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors.","Yes","Pending","Lang's tripartite model posits that three main components characterize a fear response: physiological arousal, cognitive (subjective) distress, and behavioral avoidance. ","4","https://www.ncbi.nlm.nih.gov/pubmed/21596371","2017-07-31 12:43:21"
"mattkuntz",30,"Potential Threat(Anxiety)","Activation of a brain system in which harm may potentially occur but is distant, ambiguous, or low/uncertain in probability, characterized by a pattern of responses such as enhanced risk assessment (vigilance). These responses to low imminence threats are qualitatively different than the high imminence threat behaviors that characterize fear.","Yes","Pending","The following variables were assessed pre- and postoperatively via questionnaires: quality of life (BAROS), self esteem (SES), depression, anxiety, psychological distress (SCL-90R), feelings of hunger, cognitive control, irritated eating behaviour (FEV) and weight related variables (BMI, EWL%, EBL%, TBL).","4","https://www.ncbi.nlm.nih.gov/pubmed/27923254","2017-07-31 12:44:23"
"mattkuntz",31,"Potential Threat(Anxiety)","Activation of a brain system in which harm may potentially occur but is distant, ambiguous, or low/uncertain in probability, characterized by a pattern of responses such as enhanced risk assessment (vigilance). These responses to low imminence threats are qualitatively different than the high imminence threat behaviors that characterize fear.","Yes","Pending","Women with personality disorder are at heightened risk of anxiety symptoms in pregnancy, over and above risks associated with prior common mental disorder.","4","https://www.ncbi.nlm.nih.gov/pubmed/27923193","2017-07-31 12:45:32"
